,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled
16,4523758462,1,0,0,1,10,2,8,0,0,0,19733,20862,263,56,0,1,2,1,0,0,14505,17484,210,64
17,4503636905,0,3,1,0,3,7,3,0,1,0,14852,16888,203,54,2,3,6,0,0,0,16827,18233,218,53
18,4486384947,1,3,2,1,5,4,11,0,0,0,16282,17378,213,49,2,1,3,1,1,0,15400,16866,228,52
19,4457103291,0,0,1,0,5,9,5,0,0,0,14994,17924,188,48,1,0,9,0,0,0,18149,20697,219,56
20,4472164226,1,0,1,1,11,6,15,1,0,0,18606,19254,214,45,0,1,4,0,0,0,16080,17629,225,48
21,4445294621,0,0,0,0,4,13,5,0,0,0,15878,16945,203,43,1,1,14,1,0,0,18713,19766,209,45
22,4480384157,0,2,1,0,4,6,3,0,0,0,15773,17562,238,56,1,1,10,1,0,0,17027,18129,231,60
23,4520898233,0,3,2,0,4,3,4,1,1,0,15906,19219,238,67,1,1,3,0,0,0,15500,17936,220,64
24,4522124566,1,3,1,0,6,9,10,0,0,0,16515,17223,208,45,2,1,13,0,0,0,17535,16730,197,36
25,4523978853,0,2,0,0,4,8,4,0,0,0,15415,16047,204,44,2,1,13,1,0,0,17887,17114,221,36
26,4507834811,1,2,0,0,8,6,9,1,0,0,17178,17854,209,44,0,1,3,0,0,0,15918,17909,233,36
27,4501319968,0,2,1,1,7,4,9,0,0,0,17226,18982,228,61,0,2,2,1,0,0,15369,16967,202,49
28,4519148589,0,3,3,1,8,6,13,1,0,0,17474,17436,217,53,3,1,11,0,0,0,16154,17849,223,40
29,4484877784,0,2,3,0,3,8,2,1,0,0,14905,17974,233,52,2,1,12,0,0,0,18187,19621,225,52
30,4466931235,1,3,3,1,9,4,10,1,0,0,18132,18076,228,40,3,2,2,0,0,0,15249,15965,227,36
31,4524189570,1,2,2,1,5,2,6,1,1,0,16053,17406,218,51,1,1,2,0,0,0,14350,15710,206,48
32,4503380070,0,0,1,0,6,4,7,0,0,0,16438,16989,203,32,2,1,4,1,0,0,15830,17074,206,44
33,4497858921,0,1,1,1,5,4,4,0,0,0,15634,16355,201,45,0,0,4,1,0,0,15563,16714,222,38
34,4509242024,1,3,1,0,6,4,4,0,0,0,16085,19076,204,56,1,0,5,1,0,0,15810,18204,223,62
35,4524296550,0,3,1,0,3,4,6,0,0,0,14981,17082,235,52,2,1,7,1,1,0,15790,16444,218,50
36,4516034199,0,0,2,0,2,8,2,1,0,0,15421,19276,217,84,0,1,5,0,0,0,18192,20401,234,64
37,4504386463,0,2,1,1,5,6,4,0,1,0,15665,17716,203,48,3,2,6,1,0,0,17395,18952,214,67
38,4523799496,0,0,1,0,7,9,5,0,1,0,17528,19609,234,68,2,0,9,1,0,0,18432,18232,227,40
39,4379931850,0,2,1,0,3,6,3,0,1,0,15032,16832,213,48,3,1,6,1,0,0,16715,18195,236,44
40,4523858150,0,3,1,0,4,11,3,0,0,0,15483,17362,222,48,3,0,16,1,0,0,18508,19195,213,39
41,4459778854,1,3,0,0,10,6,12,0,0,0,19226,20118,231,44,1,1,7,0,0,0,16222,17818,185,39
42,4499523222,1,2,1,0,9,6,14,1,0,0,16945,17806,204,36,2,1,6,0,0,0,15371,17045,194,54
43,4477029310,1,0,1,1,5,5,3,0,0,0,15000,16493,233,16,2,0,4,0,0,0,16036,17916,221,44
44,4525037711,0,2,2,1,3,4,2,0,1,0,15888,19090,252,60,3,2,2,1,0,0,15872,18657,243,49
45,4459414345,0,3,0,0,1,10,0,0,0,0,12925,15498,187,32,0,0,6,0,1,1,19311,19708,247,56
46,4505664040,1,0,2,1,11,2,9,0,0,0,19250,19703,251,48,1,1,2,0,0,0,14154,16393,196,53
47,4439587692,1,2,0,1,8,4,5,1,0,1,18355,18790,218,54,0,3,5,0,0,0,15599,17107,200,57
48,4508000311,1,1,1,0,2,3,2,0,1,0,13978,16429,180,44,0,2,1,0,0,0,14955,17454,218,56
49,4513365614,0,1,0,0,5,5,8,0,0,0,15851,17366,206,56,3,3,6,0,0,0,16659,19021,241,44
50,4473252742,0,0,0,0,7,9,5,0,0,0,16474,17408,209,50,3,2,13,1,0,0,18033,17815,206,53
51,4438138890,1,2,0,0,6,8,6,0,0,0,16590,18284,213,49,0,0,7,0,0,0,16046,18209,182,44
52,4467008289,1,3,2,1,5,2,2,1,1,0,15737,18634,217,53,1,1,1,0,0,0,14356,17617,212,60
53,4492625917,1,3,1,1,5,3,5,0,0,0,16990,19634,248,54,1,0,5,1,0,0,14959,18185,210,68
54,4502901044,0,0,2,0,3,3,2,1,0,0,15297,19210,246,56,2,1,1,0,0,0,15166,18840,227,64
55,4467732013,0,1,1,0,4,10,4,0,1,0,15651,17696,224,53,3,1,11,1,0,0,18350,20445,201,54
56,4514402510,0,2,0,1,5,7,7,1,0,0,15587,16746,181,63,0,0,6,0,0,0,17259,19444,218,76
57,4521277262,1,2,1,1,10,6,11,1,0,0,17777,18131,213,42,2,2,5,0,0,0,16576,17815,234,44
58,4521752962,1,3,1,1,7,5,5,1,1,0,16426,18407,222,55,0,2,4,0,0,0,16534,18348,247,44
59,4514070165,0,0,0,0,10,7,11,0,0,1,20278,19575,236,58,2,0,6,1,0,0,15645,17306,182,45
60,4525056568,0,2,2,0,2,7,0,0,0,0,13791,16437,191,62,2,1,4,1,0,0,16053,17828,218,48
61,4521255103,0,3,1,0,6,7,5,0,0,0,16505,17667,208,70,2,1,10,1,0,0,16554,17167,207,45
62,4510728488,1,2,1,1,6,4,4,1,0,0,17277,19610,229,54,3,1,5,0,1,0,15590,18521,232,56
63,4516919746,1,3,1,1,9,1,10,1,1,0,18269,19659,229,68,0,1,1,0,0,0,14336,16737,233,40
64,4499868617,0,0,2,0,4,10,3,1,0,0,14166,15959,203,41,1,1,6,0,0,0,18227,20356,224,72
65,4514234813,0,3,1,0,6,12,7,0,0,0,15456,16280,188,42,1,0,11,0,1,1,20376,19560,240,62
66,4513591449,0,2,1,0,4,5,2,0,0,0,15180,17773,210,52,0,2,1,0,0,0,16885,19612,227,62
67,4471416203,0,3,2,1,7,8,8,1,0,0,16179,16814,212,46,3,3,5,0,1,0,16074,18361,200,42
68,4521227315,1,0,0,0,3,5,3,0,0,0,16026,18490,233,57,0,0,6,1,0,0,16580,17969,234,44
69,4424144387,0,2,3,1,4,5,4,0,0,0,14850,17145,198,53,2,2,5,1,0,0,15887,18722,241,44
70,4517806218,0,1,1,1,9,8,7,0,1,0,17347,18573,202,62,0,3,11,1,0,1,18491,18093,199,45
71,4479974478,1,3,0,1,5,4,6,0,0,0,15887,17591,200,32,0,0,3,1,0,0,14714,16638,186,63
72,4423018162,0,2,1,1,8,2,11,0,0,0,17399,19449,232,44,0,1,2,1,0,0,14205,16915,208,51
73,4518401885,0,0,1,1,2,7,1,1,0,0,13828,16629,204,38,0,0,7,0,0,0,16450,17765,192,36
74,4525208730,1,1,1,1,6,4,4,1,0,0,16645,19110,242,52,1,1,3,0,1,0,15494,18640,205,50
75,4512774492,1,3,2,1,6,4,8,1,1,0,16248,17200,200,52,3,1,8,0,0,0,14785,15710,169,52
76,4522772001,0,0,1,0,4,6,1,0,0,0,15310,18337,221,52,1,1,5,1,1,0,16348,19644,226,66
77,4464439713,1,2,1,1,8,4,7,0,1,0,16784,17242,212,40,0,2,5,0,0,0,15360,16182,180,61
78,4479823004,1,2,0,0,13,9,18,1,0,0,19032,18951,232,44,0,2,5,0,0,0,18505,18230,216,63
79,4507330276,0,2,3,0,7,6,12,0,0,0,17518,18342,242,46,3,2,9,1,1,0,15711,17410,198,60
80,4447392049,0,3,3,1,11,4,12,0,1,0,18976,20326,256,43,1,0,6,1,0,0,16120,19064,210,72
81,4521089901,0,0,0,0,6,6,10,1,0,0,16143,16617,204,56,0,0,3,0,1,0,17107,19071,241,56
82,4427944005,0,2,1,0,7,8,6,0,1,0,15868,17111,199,51,3,3,6,1,0,0,16046,16587,178,47
83,4509784380,1,2,1,0,9,8,7,1,0,0,17977,18162,235,41,1,0,8,0,0,0,17272,17970,207,44
84,4524411421,1,1,0,0,10,10,14,1,0,0,18138,18159,208,55,1,0,16,0,0,0,17230,17853,210,44
85,4519898107,1,0,1,0,7,2,12,1,1,0,18025,19864,261,68,3,0,3,0,0,0,14467,16621,220,56
86,4517633575,0,0,3,0,1,6,0,0,0,0,14625,17769,241,56,3,0,3,1,0,0,15924,17818,218,47
87,4521948875,1,1,2,0,5,8,7,1,0,0,15752,17113,201,48,2,1,6,0,0,0,17515,18977,248,40
88,4509102299,1,1,0,0,10,4,12,0,0,0,18480,19565,232,64,0,0,4,0,0,0,15933,17376,247,41
89,4525041896,0,0,1,0,3,10,2,1,0,0,14995,16206,210,53,2,1,13,0,1,0,18680,19325,200,67
90,4515706467,0,3,3,1,7,11,3,0,0,0,15655,15827,194,25,3,1,7,1,0,0,19344,20509,216,59
91,4476006621,0,2,2,1,3,5,2,0,0,0,15562,18590,236,73,3,2,6,1,1,0,16326,17787,233,46
92,4499940691,1,1,1,1,9,2,5,0,0,0,17139,19137,223,51,0,1,2,1,0,0,14102,16443,213,41
93,4426644547,1,0,2,1,7,7,6,0,0,1,19229,18820,257,62,2,1,10,1,0,0,15684,16658,145,36
94,4525072812,0,0,1,0,7,7,10,1,0,0,16972,19060,209,48,1,2,7,0,0,0,18003,19454,255,60
95,4524217548,0,2,0,0,5,10,6,0,0,0,16249,18383,213,59,1,1,15,1,0,0,18045,19132,214,44
96,4499622849,1,1,3,1,5,4,9,0,0,0,16415,17645,247,37,2,1,5,1,0,0,14789,16898,203,51
97,4499844894,1,3,0,0,6,8,10,0,1,0,18012,19837,250,70,0,0,11,1,0,0,17180,18507,186,48
98,4460534353,1,1,0,0,11,6,11,1,1,0,19294,20668,242,52,0,1,9,0,0,0,16544,18021,203,52
99,4495269641,0,1,0,0,5,8,4,0,1,0,15383,17243,227,28,0,1,11,0,0,0,16907,18070,186,39
100,4524995677,0,1,2,1,6,8,2,1,0,0,15777,17401,224,53,2,1,9,0,0,0,17147,18276,210,36
101,4464596479,0,0,1,0,4,6,4,0,0,0,14805,17323,209,43,2,1,7,1,0,0,16311,17735,231,44
102,4452452649,0,0,3,0,6,7,2,0,0,0,15244,16787,199,52,2,2,5,1,1,0,16345,17505,212,40
103,4420481816,0,2,2,0,8,3,7,0,1,0,17574,19195,252,44,1,2,2,1,0,0,14800,16988,225,47
104,4412895789,0,3,0,0,8,11,9,0,0,0,16655,17831,222,44,0,1,13,1,1,0,18461,18419,215,55
105,4525114135,0,0,3,0,6,4,8,1,0,0,16855,18370,248,44,1,3,4,0,1,0,15590,17122,207,52
106,4496624699,1,2,1,0,6,14,4,0,0,0,15786,16995,200,46,1,1,9,1,0,0,20229,21135,227,66
107,4522663961,0,2,1,0,3,5,1,0,0,0,15143,19080,233,59,1,2,7,1,0,0,16070,18113,216,48
108,4522251387,1,0,1,1,9,5,9,0,0,0,17309,18904,221,36,0,1,3,1,1,0,15884,18176,208,44
109,4472377536,1,0,1,0,6,4,6,1,0,0,16416,19684,211,60,0,0,2,0,0,0,15239,18523,204,71
110,4466226469,1,2,1,1,2,7,2,1,0,0,15222,17812,231,64,2,3,14,0,1,0,16808,17402,211,64
111,4473936532,0,1,1,0,5,10,3,1,1,0,15526,17629,232,44,1,1,6,0,0,0,18422,19710,236,76
112,4524445302,1,2,0,0,12,9,10,0,0,0,17597,15938,143,48,0,1,9,0,0,0,16692,14884,181,40
113,4459740551,0,2,0,1,9,17,17,0,0,0,16834,14815,187,29,3,0,21,0,0,0,20721,18207,211,40
114,4463542711,1,3,1,1,12,6,12,1,0,0,19058,19575,202,47,1,1,7,0,0,0,15645,16591,210,39
115,4508629003,0,1,1,1,7,9,5,1,1,0,16806,18034,228,48,3,1,7,0,0,0,17062,19614,230,52
116,4475094281,1,2,3,1,7,10,7,0,0,0,16643,17554,227,44,2,3,11,0,0,0,18463,18966,231,45
117,4513430767,1,0,0,1,6,4,12,1,0,0,16189,17737,224,39,3,0,4,0,0,0,15564,18271,217,48
118,4508634893,0,0,1,0,2,6,1,0,0,0,14095,17286,196,60,0,1,4,1,0,0,17723,19295,266,60
119,4522792360,0,3,3,1,5,5,7,0,1,0,16804,17544,217,67,1,2,6,1,0,0,16035,17064,233,54
120,4507927084,0,2,3,0,8,8,8,1,0,0,17305,18192,229,43,2,1,6,0,1,0,17881,18874,198,66
121,4522505411,0,0,3,0,3,9,2,0,0,0,14539,16806,213,40,3,1,8,1,0,0,18439,20356,255,51
122,4454104215,1,0,1,0,9,8,10,1,0,0,17530,18299,192,43,2,1,8,0,1,0,17537,18530,209,60
123,4516166112,1,0,3,1,10,7,10,0,0,0,18431,19562,207,44,0,1,5,1,0,0,16748,18129,231,56
124,4454239214,0,1,2,0,3,10,2,0,0,0,14032,16550,193,40,2,3,11,1,0,0,18814,19958,245,51
125,4517801069,1,3,1,1,9,7,11,1,0,0,17869,17810,205,40,0,0,9,0,0,0,17233,18024,215,48
126,4518738712,1,3,0,0,7,14,6,1,0,0,15974,16174,183,37,0,2,12,0,0,0,19395,18798,219,49
127,4497571086,1,2,3,0,5,3,6,1,0,0,16108,18920,240,61,3,1,5,0,0,0,15132,17321,230,42
128,4477243448,0,3,1,0,6,7,6,0,0,0,16302,17297,212,52,2,2,7,0,1,0,16513,18602,211,46
129,4386507847,1,2,3,0,7,5,6,0,0,0,16750,17603,215,52,3,1,5,0,0,0,15529,17141,197,48
130,4474136526,1,2,3,0,7,1,8,0,0,0,16506,18669,226,36,3,1,0,1,0,0,14469,17378,217,80
131,4523618632,1,1,3,1,6,3,11,1,0,0,16389,17937,241,36,3,1,3,0,0,0,15572,18031,229,58
132,4507859079,1,2,1,1,4,4,4,0,0,0,15760,18295,215,48,1,0,1,1,0,0,15897,18646,227,72
133,4524740998,1,3,3,1,4,7,4,1,0,0,15176,16820,226,33,3,3,12,0,0,0,16715,18317,205,52
134,4512162103,0,0,3,0,5,7,4,0,0,0,15196,16908,191,48,3,1,10,1,0,0,16903,18194,216,51
135,4465066223,1,0,0,0,6,9,2,1,0,0,16250,17537,228,55,2,0,13,0,0,0,16806,17772,143,60
136,4523411488,1,2,0,1,9,7,15,1,0,0,16541,16779,199,37,0,1,8,0,1,0,16687,17496,225,44
137,4524017392,1,1,0,1,12,4,9,0,1,0,18657,19205,227,37,1,1,1,1,0,0,14574,16321,191,52
138,4513054107,1,2,0,0,5,5,6,0,0,0,16873,19105,223,64,3,1,7,1,0,0,15484,17687,226,49
139,4478629184,0,3,2,0,3,4,3,1,0,0,14383,15898,211,55,1,1,5,0,1,0,15273,16426,208,44
140,4395598976,0,0,1,1,4,9,5,0,0,0,14420,15196,192,32,2,1,15,0,0,0,16939,16291,194,46
141,4524952056,0,3,0,0,4,15,4,0,0,0,14720,15031,183,30,0,0,14,0,0,0,19160,19051,201,51
142,4453994009,1,1,1,1,7,6,7,0,0,0,17406,19761,251,64,2,0,4,1,1,0,16266,19056,190,56
143,4462358723,0,1,2,1,5,7,2,0,0,0,15210,15974,172,40,0,3,3,0,0,0,16866,17806,219,51
144,4512811324,1,3,1,0,10,5,16,0,0,0,17272,15840,192,40,3,1,6,1,1,0,15101,16101,199,40
145,4438263187,1,2,0,1,12,4,15,0,0,0,19358,19257,206,60,0,1,3,0,0,0,15517,16773,216,56
146,4483907436,1,1,1,0,4,11,5,0,1,1,16855,16360,232,40,3,0,15,1,0,0,17740,18532,216,36
147,4521937261,0,1,1,0,3,8,4,1,1,0,15209,16256,191,60,2,2,9,0,0,0,17961,18542,241,52
148,4515587675,1,2,1,1,13,9,22,0,0,0,19542,17935,207,31,2,2,11,0,0,0,17461,17469,200,44
149,4517493567,0,1,3,1,4,3,4,0,0,0,15267,17321,232,53,1,1,3,0,0,0,14814,17340,209,51
150,4469549199,0,1,1,1,3,1,3,1,0,0,15243,17194,224,56,3,2,1,0,1,0,14413,18196,220,56
151,4500100836,0,3,1,0,8,8,3,0,0,0,16214,17234,203,48,2,2,6,0,0,0,16120,17679,168,48
152,4451727242,0,3,1,0,8,6,12,1,1,0,15976,18227,178,56,0,0,6,0,0,0,16698,17336,232,39
153,4462194525,0,2,0,0,6,7,10,0,1,0,16557,17632,230,47,3,3,11,1,0,0,18048,18431,222,53
154,4481415061,0,0,0,0,6,14,3,0,0,0,16142,16953,198,59,0,0,16,1,1,0,19251,18698,201,37
155,4519169394,0,1,2,1,7,11,9,0,0,0,17984,18708,230,56,1,2,11,1,0,0,17447,19185,178,51
156,4449504375,1,1,3,0,13,5,10,1,1,0,20038,21588,222,71,3,0,6,0,0,0,15959,16020,208,40
157,4468503240,1,3,1,0,10,5,13,0,0,1,19571,18463,213,50,2,0,6,0,0,0,15565,16382,210,47
158,4495708706,0,2,1,1,3,10,4,0,0,0,14557,15128,200,48,1,0,10,1,1,0,18139,20523,246,63
159,4505357300,1,1,2,0,6,6,5,0,0,0,16029,18567,205,56,2,1,5,1,0,0,16384,18334,224,48
160,4523723534,1,2,3,1,7,6,8,0,0,1,18053,16741,207,46,3,0,6,0,0,0,14589,15747,178,22
161,4479157446,1,1,1,1,9,5,9,1,0,0,18098,18905,225,60,0,0,3,0,1,0,15881,16722,229,32
162,4518376722,1,0,0,1,8,3,9,1,1,0,18343,19519,235,59,0,1,2,0,0,0,15294,18008,234,54
163,4521259209,1,0,1,0,5,6,4,1,0,0,15596,17998,198,44,3,1,7,0,0,0,15901,18472,199,40
164,4471123041,0,3,1,0,4,2,6,1,0,0,15812,17882,229,53,1,1,1,0,1,0,14487,17403,218,54
165,4524913184,1,2,1,1,6,6,10,0,0,0,15947,16477,221,44,0,2,9,1,0,0,16000,16390,203,52
166,4514301047,0,3,0,0,5,9,5,0,0,0,14997,16532,196,40,1,2,7,1,0,0,17862,17973,237,32
167,4512184541,0,0,0,1,7,7,5,0,0,0,16463,17576,215,42,3,0,8,1,0,0,16556,18137,217,40
168,4517823800,0,2,3,1,6,7,7,0,0,0,16072,17054,225,46,1,1,10,1,0,0,16492,18239,212,50
169,4518835789,1,3,3,1,7,3,6,1,0,0,19140,19579,253,64,3,3,3,0,1,0,14132,17224,179,45
170,4510355472,0,2,1,1,4,6,1,0,0,0,14547,15883,188,53,2,1,5,1,1,0,16621,17678,196,56
171,4512067346,1,0,3,0,5,4,7,0,1,0,15644,17717,188,63,2,1,7,0,0,0,15647,16704,190,48
172,4514106633,0,1,1,1,5,5,5,0,0,0,15734,17911,213,47,3,1,7,1,1,0,16571,18571,249,47
173,4522399054,1,3,1,1,5,5,6,1,0,0,16794,17320,229,39,3,2,6,0,1,0,16284,18067,216,55
174,4519443312,0,1,1,0,6,11,8,1,0,0,15930,17257,200,43,0,2,12,0,0,0,19479,19664,214,60
175,4523035934,1,2,2,0,6,6,6,0,0,0,16936,18646,240,56,3,1,7,1,0,0,16664,18287,199,68
176,4429486916,1,2,1,1,9,5,9,0,0,0,17941,19379,230,51,3,1,5,0,0,0,15754,17190,206,52
177,4482052361,0,2,3,0,2,8,4,0,0,0,13698,15671,222,33,2,3,11,0,1,1,18605,18227,242,40
178,4522798631,1,0,1,1,5,4,3,1,0,0,15943,19262,238,64,1,0,5,0,0,0,15880,18614,210,64
179,4477176627,1,2,0,0,4,8,6,0,1,0,15891,18304,222,68,1,1,13,1,0,0,18023,18788,230,47
180,4475170098,0,0,2,0,5,6,5,0,1,0,16216,19002,211,71,1,1,8,1,0,0,17192,19966,222,69
181,4432091797,0,3,2,1,3,5,3,0,0,0,14754,17158,186,62,3,3,6,1,0,0,16096,19124,218,54
182,4495710198,1,1,0,1,8,2,5,1,0,0,16909,18318,229,40,0,1,2,0,0,0,14605,15786,208,44
183,4520931258,1,1,3,0,10,2,11,0,0,0,18858,19691,218,70,3,1,1,1,0,0,14639,16312,219,56
184,4424048842,0,3,3,1,6,7,7,0,0,0,15952,17112,180,45,3,3,9,0,0,0,18001,19452,243,46
185,4512915759,0,1,2,0,1,5,2,0,0,0,13286,15085,187,48,2,2,4,1,0,0,17465,18908,236,67
186,4476065129,0,2,3,0,6,6,9,0,0,0,16812,18466,269,40,2,3,3,1,0,0,16878,19539,245,56
187,4494781192,1,1,1,0,9,7,13,1,1,0,17906,18001,178,60,0,0,4,0,0,0,17396,17859,215,56
188,4525224702,0,1,1,1,4,3,2,0,1,0,16408,19181,263,53,1,1,1,1,0,0,13817,17614,208,35
189,4475925954,0,0,0,1,4,12,5,0,0,0,15056,16369,198,46,0,0,20,1,0,1,18828,19403,177,53
190,4516121686,0,3,0,1,6,6,11,1,0,0,17831,18269,240,43,2,1,7,0,0,0,16866,19147,233,51
191,4420667626,0,0,0,0,1,5,1,0,0,0,13738,16678,223,34,0,1,7,1,1,0,17206,18836,259,70
192,4489494110,1,3,3,1,14,3,15,0,0,0,20317,20330,212,54,0,2,4,0,0,0,14164,16414,196,45
193,4523340688,0,1,0,0,0,5,0,0,0,0,14091,16184,233,60,3,1,8,1,0,0,16307,18914,229,60
194,4496344135,0,2,2,0,6,11,4,1,0,0,16036,16916,191,39,2,3,14,0,0,0,18344,18683,206,28
195,4524697287,1,2,2,1,6,6,5,0,1,0,17052,17392,210,54,0,1,3,1,0,0,15135,17571,194,51
196,4523386766,0,0,2,0,4,7,6,0,0,0,16354,18778,268,52,0,2,8,1,0,0,18030,20537,244,84
197,4518474732,1,2,0,1,10,5,8,1,0,0,18297,19476,242,48,0,0,7,0,0,0,15588,18217,214,60
198,4486453937,0,2,3,0,6,8,5,0,0,0,15748,16524,222,36,3,3,12,1,0,0,17052,17076,216,46
199,4496397328,1,3,2,1,8,5,10,1,0,0,17886,20099,229,59,0,0,5,0,0,0,16062,18690,222,60
200,4520768462,0,2,3,0,11,8,15,0,0,0,17069,16703,174,38,2,3,9,1,1,0,16840,16748,212,44
201,4518654959,1,1,1,0,4,4,4,0,1,0,16631,19310,252,57,3,1,1,0,0,0,15124,17643,214,56
202,4519058321,0,0,1,0,1,5,3,1,0,0,14766,18364,231,65,2,1,4,0,0,0,16553,19499,235,61
203,4512960247,0,0,1,0,8,7,3,0,0,0,17113,19396,234,49,1,1,4,0,0,0,16298,17999,182,52
204,4445314635,0,0,1,0,5,14,6,1,0,0,15120,16713,167,48,1,0,9,0,0,0,19887,21774,238,44
205,4477030195,0,0,1,0,4,6,6,0,0,0,15339,16302,221,43,1,2,10,1,0,0,17200,18834,262,64
206,4497887298,0,3,0,0,1,14,1,1,0,0,13438,14164,174,53,1,2,18,0,0,1,21093,18649,234,29
207,4459403995,1,2,0,0,4,9,3,0,0,0,15582,17281,212,56,0,3,11,0,0,0,17640,19332,224,54
208,4489079383,1,1,1,0,5,5,7,1,0,0,15441,17550,201,52,2,0,3,0,0,0,16016,17758,213,64
209,4516695912,0,0,1,1,4,2,2,0,1,0,16002,18467,245,61,1,0,1,0,0,0,14237,17766,212,58
210,4490435808,0,0,3,1,5,5,8,0,1,0,16009,18033,220,40,1,1,8,1,0,0,15469,17764,185,54
211,4524895124,1,1,1,0,12,9,15,0,0,0,18106,16668,186,48,2,2,11,1,0,0,17244,17110,204,48
212,4519469738,1,3,1,1,6,2,9,1,0,0,16501,18428,221,44,1,0,1,0,0,0,13740,16769,201,40
213,4523527200,0,0,1,0,3,8,3,0,0,0,15505,17721,227,61,3,2,5,1,0,0,16754,18574,214,44
214,4453080532,1,3,1,0,5,5,3,0,0,0,16195,19145,244,60,2,2,5,1,0,0,16270,18490,217,52
215,4523303530,1,2,1,1,14,5,12,1,0,0,20294,18459,230,48,2,0,6,0,0,0,14489,13682,178,28
216,4495003373,0,3,2,0,5,7,3,0,1,0,15475,18145,198,59,0,3,11,1,0,0,16285,18450,212,52
217,4524303571,0,3,1,1,5,4,6,0,1,0,16243,18154,225,51,2,2,2,0,0,0,15209,17448,227,47
218,4490487724,1,2,0,1,3,7,2,0,0,0,15065,17137,231,50,2,3,6,0,1,0,17660,19993,260,51
219,4515381064,1,3,3,0,1,2,3,0,0,0,14359,17258,228,55,1,0,1,1,0,0,14693,17331,223,48
220,4512271556,1,0,1,1,11,4,8,1,1,1,19377,20008,233,44,1,0,4,0,0,0,15571,17847,231,44
221,4452824789,0,3,1,0,2,7,2,0,0,0,14135,17185,220,37,0,1,7,0,0,0,16846,19732,230,58
222,4481234929,1,3,0,1,8,4,8,0,0,0,17448,18315,242,48,2,0,7,0,0,0,14897,16561,195,46
223,4500668824,0,3,3,1,6,3,9,1,0,0,15958,17693,213,48,3,1,3,0,0,0,15892,18139,254,60
224,4521663948,0,1,1,0,10,5,13,1,0,0,18287,18402,213,52,3,0,3,0,0,0,16045,17675,225,47
225,4525067275,0,0,1,0,2,5,2,0,1,0,15534,17975,252,51,0,2,8,0,0,0,16427,18188,231,44
226,4496503390,0,3,0,0,2,5,2,0,0,0,14935,17703,230,56,2,0,8,1,0,0,16143,17855,248,43
227,4519912865,1,0,1,0,12,4,11,0,0,0,19331,19387,255,50,2,0,5,1,0,0,15328,16821,215,50
228,4447426572,1,2,1,0,8,6,7,1,0,0,17131,19719,240,43,0,3,9,0,0,0,16312,17570,206,52
229,4493407357,1,3,2,1,9,3,10,0,0,0,17983,18340,230,52,2,0,1,0,1,0,13974,16405,183,49
